Confusion Matrix: 

               Model Prediction
                   pos neg
Actual label: pos [944 209]
Actual label: neg [222 1008]

Recall: 0.8191355434326479
Precision: 0.8192373435226762
F1 Measure: 0.8191620614979724
Accuracy: 0.8191355434326479

Data format:
INDEX_OF_CLASS , PREDICTED CLASS, ACTUAL CLASS
9975 , neg , neg
9976 , neg , neg
9977 , pos , pos
9978 , pos , neg
9979 , neg , pos
9980 , pos , pos
9981 , neg , neg
9982 , neg , neg
9983 , neg , neg
9984 , pos , pos
9985 , pos , pos
9986 , pos , pos
9987 , pos , pos
9988 , pos , pos
9989 , pos , pos
9990 , neg , neg
9991 , neg , neg
9992 , neg , neg
9993 , neg , neg
9994 , pos , pos
9995 , neg , neg
9996 , neg , neg
9997 , pos , pos
9998 , neg , neg
9999 , neg , neg
10000 , neg , neg
10001 , pos , neg
10002 , pos , pos
10003 , neg , neg
10004 , pos , pos
10005 , pos , neg
10006 , neg , neg
10007 , pos , pos
10008 , neg , neg
10009 , pos , pos
10010 , neg , neg
10011 , pos , neg
10012 , neg , neg
10013 , pos , pos
10014 , neg , pos
10015 , pos , pos
10016 , neg , neg
10017 , pos , pos
10018 , neg , neg
10019 , pos , pos
10020 , neg , neg
10021 , pos , neg
10022 , pos , pos
10023 , neg , neg
10024 , pos , pos
10025 , neg , neg
10026 , pos , neg
10027 , neg , neg
10028 , neg , pos
10029 , neg , neg
10030 , pos , pos
10031 , neg , neg
10032 , neg , neg
10033 , neg , neg
10034 , neg , neg
10035 , neg , pos
10036 , pos , pos
10037 , neg , neg
10038 , pos , pos
10039 , pos , pos
10040 , pos , pos
10041 , pos , pos
10042 , pos , pos
10043 , pos , pos
10044 , pos , pos
10045 , neg , neg
10046 , neg , neg
10047 , pos , pos
10048 , pos , pos
10049 , pos , neg
10050 , neg , neg
10051 , pos , neg
10052 , pos , neg
10053 , pos , pos
10054 , neg , neg
10055 , neg , pos
10056 , pos , pos
10057 , pos , pos
10058 , neg , neg
10059 , pos , pos
10060 , pos , pos
10061 , neg , neg
10062 , neg , neg
10063 , pos , neg
10064 , pos , pos
10065 , pos , pos
10066 , pos , pos
10067 , pos , pos
10068 , neg , neg
10069 , neg , neg
10070 , pos , pos
10071 , neg , neg
10072 , neg , pos
10073 , pos , pos
10074 , pos , neg
10075 , neg , neg
10076 , pos , neg
10077 , pos , neg
10078 , pos , pos
10079 , neg , neg
10080 , neg , pos
10081 , neg , neg
10082 , pos , pos
10083 , pos , neg
10084 , pos , pos
10085 , pos , pos
10086 , neg , neg
10087 , neg , neg
10088 , pos , pos
10089 , pos , pos
10090 , pos , neg
10091 , pos , pos
10092 , pos , pos
10093 , neg , neg
10094 , neg , neg
10095 , pos , pos
10096 , neg , neg
10097 , neg , neg
10098 , neg , neg
10099 , pos , neg
10100 , neg , neg
10101 , neg , pos
10102 , neg , neg
10103 , neg , pos
10104 , pos , pos
10105 , neg , neg
10106 , neg , neg
10107 , pos , neg
10108 , neg , neg
10109 , neg , neg
10110 , pos , pos
10111 , neg , neg
10112 , pos , pos
10113 , neg , pos
10114 , neg , neg
10115 , neg , neg
10116 , pos , pos
10117 , pos , pos
10118 , neg , neg
10119 , pos , pos
10120 , pos , neg
10121 , neg , neg
10122 , pos , pos
10123 , pos , pos
10124 , pos , pos
10125 , neg , pos
10126 , pos , pos
10127 , pos , neg
10128 , neg , neg
10129 , neg , neg
10130 , neg , neg
10131 , pos , neg
10132 , neg , neg
10133 , neg , neg
10134 , neg , neg
10135 , neg , neg
10136 , pos , pos
10137 , neg , neg
10138 , pos , pos
10139 , neg , neg
10140 , neg , neg
10141 , neg , pos
10142 , pos , pos
10143 , neg , neg
10144 , pos , pos
10145 , neg , neg
10146 , neg , neg
10147 , neg , neg
10148 , neg , pos
10149 , neg , neg
10150 , pos , pos
10151 , pos , pos
10152 , pos , pos
10153 , neg , neg
10154 , neg , neg
10155 , neg , neg
10156 , pos , pos
10157 , neg , neg
10158 , neg , neg
10159 , pos , neg
10160 , neg , neg
10161 , pos , neg
10162 , pos , pos
10163 , pos , pos
10164 , neg , neg
10165 , pos , pos
10166 , pos , pos
10167 , pos , pos
10168 , neg , neg
10169 , neg , neg
10170 , pos , pos
10171 , pos , pos
10172 , neg , neg
10173 , pos , neg
10174 , neg , neg
10175 , pos , neg
10176 , neg , pos
10177 , neg , pos
10178 , pos , pos
10179 , pos , pos
10180 , neg , pos
10181 , pos , pos
10182 , neg , neg
10183 , pos , pos
10184 , pos , pos
10185 , neg , pos
10186 , neg , neg
10187 , neg , neg
10188 , pos , pos
10189 , neg , pos
10190 , pos , pos
10191 , pos , pos
10192 , pos , pos
10193 , neg , neg
10194 , pos , pos
10195 , pos , neg
10196 , neg , neg
10197 , neg , pos
10198 , neg , neg
10199 , pos , pos
10200 , pos , pos
10201 , neg , neg
10202 , neg , neg
10203 , neg , neg
10204 , pos , pos
10205 , neg , neg
10206 , pos , pos
10207 , neg , pos
10208 , pos , neg
10209 , neg , pos
10210 , pos , pos
10211 , neg , neg
10212 , pos , pos
10213 , neg , neg
10214 , neg , neg
10215 , pos , pos
10216 , neg , neg
10217 , neg , neg
10218 , neg , neg
10219 , neg , neg
10220 , pos , pos
10221 , pos , pos
10222 , pos , pos
10223 , neg , neg
10224 , neg , neg
10225 , neg , neg
10226 , pos , pos
10227 , pos , pos
10228 , pos , pos
10229 , pos , pos
10230 , pos , pos
10231 , pos , pos
10232 , neg , neg
10233 , neg , neg
10234 , pos , pos
10235 , neg , neg
10236 , pos , pos
10237 , pos , pos
10238 , pos , pos
10239 , neg , neg
10240 , pos , pos
10241 , neg , neg
10242 , pos , pos
10243 , pos , pos
10244 , neg , neg
10245 , pos , pos
10246 , pos , pos
10247 , pos , pos
10248 , pos , pos
10249 , pos , pos
10250 , pos , pos
10251 , neg , neg
10252 , neg , neg
10253 , pos , pos
10254 , pos , pos
10255 , pos , pos
10256 , neg , neg
10257 , pos , pos
10258 , neg , neg
10259 , pos , pos
10260 , neg , neg
10261 , neg , pos
10262 , neg , neg
10263 , pos , pos
10264 , neg , pos
10265 , pos , pos
10266 , pos , neg
10267 , neg , neg
10268 , pos , pos
10269 , pos , pos
10270 , neg , neg
10271 , pos , neg
10272 , pos , pos
10273 , pos , pos
10274 , pos , pos
10275 , neg , neg
10276 , neg , pos
10277 , pos , neg
10278 , pos , pos
10279 , pos , pos
10280 , neg , neg
10281 , pos , pos
10282 , pos , pos
10283 , pos , pos
10284 , neg , neg
10285 , neg , neg
10286 , neg , neg
10287 , neg , neg
10288 , neg , neg
10289 , pos , pos
10290 , neg , neg
10291 , neg , neg
10292 , neg , neg
10293 , pos , pos
10294 , neg , neg
10295 , neg , neg
10296 , neg , neg
10297 , pos , pos
10298 , pos , pos
10299 , neg , neg
10300 , neg , neg
10301 , neg , pos
10302 , neg , neg
10303 , pos , neg
10304 , pos , pos
10305 , neg , neg
10306 , pos , pos
10307 , pos , pos
10308 , pos , pos
10309 , pos , pos
10310 , neg , neg
10311 , pos , pos
10312 , neg , neg
10313 , neg , pos
10314 , pos , pos
10315 , pos , pos
10316 , pos , pos
10317 , neg , neg
10318 , neg , neg
10319 , neg , pos
10320 , neg , neg
10321 , neg , neg
10322 , neg , neg
10323 , pos , pos
10324 , neg , neg
10325 , pos , pos
10326 , neg , neg
10327 , neg , neg
10328 , neg , neg
10329 , neg , neg
10330 , pos , neg
10331 , pos , pos
10332 , pos , neg
10333 , pos , pos
10334 , pos , pos
10335 , neg , pos
10336 , pos , pos
10337 , neg , pos
10338 , neg , neg
10339 , neg , neg
10340 , neg , neg
10341 , pos , pos
10342 , neg , neg
10343 , pos , pos
10344 , neg , pos
10345 , pos , pos
10346 , neg , neg
10347 , pos , pos
10348 , pos , pos
10349 , neg , pos
10350 , neg , neg
10351 , neg , neg
10352 , neg , neg
10353 , pos , pos
10354 , neg , pos
10355 , pos , neg
10356 , pos , pos
10357 , pos , pos
10358 , pos , pos
10359 , pos , pos
10360 , pos , pos
10361 , pos , neg
10362 , pos , pos
10363 , neg , pos
10364 , pos , pos
10365 , neg , neg
10366 , pos , pos
10367 , pos , pos
10368 , pos , pos
10369 , neg , pos
10370 , neg , neg
10371 , neg , neg
10372 , pos , neg
10373 , pos , pos
10374 , neg , neg
10375 , neg , neg
10376 , pos , pos
10377 , neg , pos
10378 , pos , pos
10379 , neg , neg
10380 , pos , neg
10381 , neg , neg
10382 , pos , neg
10383 , pos , pos
10384 , neg , neg
10385 , neg , pos
10386 , neg , neg
10387 , neg , neg
10388 , pos , pos
10389 , pos , pos
10390 , pos , pos
10391 , neg , pos
10392 , neg , pos
10393 , pos , pos
10394 , neg , pos
10395 , neg , neg
10396 , neg , neg
10397 , neg , neg
10398 , pos , pos
10399 , pos , pos
10400 , neg , neg
10401 , pos , pos
10402 , neg , neg
10403 , neg , pos
10404 , neg , neg
10405 , pos , neg
10406 , pos , neg
10407 , neg , pos
10408 , pos , neg
10409 , pos , pos
10410 , neg , pos
10411 , pos , pos
10412 , neg , neg
10413 , pos , pos
10414 , neg , neg
10415 , neg , neg
10416 , neg , neg
10417 , neg , neg
10418 , neg , neg
10419 , pos , pos
10420 , pos , pos
10421 , neg , neg
10422 , neg , neg
10423 , pos , pos
10424 , pos , neg
10425 , pos , pos
10426 , pos , pos
10427 , pos , pos
10428 , pos , pos
10429 , neg , neg
10430 , neg , neg
10431 , neg , neg
10432 , pos , pos
10433 , neg , pos
10434 , pos , pos
10435 , neg , pos
10436 , neg , neg
10437 , neg , neg
10438 , pos , pos
10439 , pos , pos
10440 , neg , neg
10441 , neg , neg
10442 , pos , pos
10443 , pos , pos
10444 , neg , neg
10445 , pos , pos
10446 , neg , neg
10447 , neg , neg
10448 , pos , pos
10449 , pos , pos
10450 , pos , pos
10451 , pos , pos
10452 , neg , neg
10453 , neg , neg
10454 , pos , pos
10455 , neg , neg
10456 , pos , pos
10457 , neg , neg
10458 , pos , neg
10459 , neg , neg
10460 , pos , pos
10461 , pos , pos
10462 , pos , pos
10463 , pos , pos
10464 , pos , pos
10465 , pos , pos
10466 , neg , neg
10467 , pos , pos
10468 , neg , neg
10469 , neg , pos
10470 , neg , pos
10471 , neg , neg
10472 , pos , pos
10473 , pos , pos
10474 , neg , neg
10475 , pos , pos
10476 , neg , neg
10477 , neg , neg
10478 , pos , pos
10479 , pos , pos
10480 , pos , neg
10481 , neg , pos
10482 , neg , neg
10483 , neg , neg
10484 , pos , neg
10485 , pos , pos
10486 , neg , neg
10487 , pos , pos
10488 , neg , neg
10489 , pos , pos
10490 , neg , neg
10491 , neg , neg
10492 , pos , neg
10493 , pos , pos
10494 , pos , pos
10495 , neg , neg
10496 , pos , pos
10497 , neg , neg
10498 , neg , neg
10499 , neg , neg
10500 , neg , pos
10501 , pos , pos
10502 , pos , pos
10503 , pos , pos
10504 , neg , neg
10505 , neg , pos
10506 , pos , neg
10507 , neg , neg
10508 , neg , neg
10509 , pos , pos
10510 , pos , pos
10511 , pos , pos
10512 , pos , pos
10513 , pos , pos
10514 , pos , pos
10515 , pos , neg
10516 , neg , neg
10517 , neg , neg
10518 , neg , neg
10519 , pos , pos
10520 , pos , pos
10521 , neg , neg
10522 , neg , neg
10523 , pos , pos
10524 , pos , pos
10525 , pos , pos
10526 , neg , neg
10527 , pos , pos
10528 , pos , pos
10529 , neg , neg
10530 , neg , neg
10531 , pos , pos
10532 , pos , pos
10533 , pos , pos
10534 , neg , neg
10535 , pos , neg
10536 , neg , neg
10537 , neg , neg
10538 , neg , neg
10539 , pos , pos
10540 , neg , neg
10541 , pos , pos
10542 , pos , pos
10543 , neg , neg
10544 , neg , neg
10545 , neg , neg
10546 , neg , pos
10547 , neg , neg
10548 , neg , neg
10549 , neg , neg
10550 , pos , neg
10551 , neg , pos
10552 , pos , pos
10553 , neg , neg
10554 , pos , pos
10555 , pos , pos
10556 , pos , pos
10557 , neg , neg
10558 , pos , pos
10559 , pos , neg
10560 , neg , neg
10561 , pos , pos
10562 , pos , neg
10563 , pos , pos
10564 , neg , pos
10565 , pos , pos
10566 , neg , neg
10567 , neg , neg
10568 , neg , neg
10569 , neg , neg
10570 , neg , neg
10571 , pos , pos
10572 , pos , pos
10573 , neg , neg
10574 , neg , neg
10575 , neg , neg
10576 , pos , pos
10577 , neg , neg
10578 , neg , neg
10579 , neg , neg
10580 , pos , neg
10581 , neg , neg
10582 , neg , neg
10583 , pos , pos
10584 , pos , pos
10585 , pos , pos
10586 , neg , neg
10587 , neg , pos
10588 , neg , neg
10589 , pos , pos
10590 , pos , pos
10591 , pos , pos
10592 , neg , neg
10593 , neg , neg
10594 , pos , pos
10595 , neg , neg
10596 , pos , pos
10597 , neg , neg
10598 , pos , pos
10599 , pos , pos
10600 , pos , pos
10601 , pos , pos
10602 , pos , pos
10603 , neg , neg
10604 , neg , pos
10605 , neg , neg
10606 , pos , pos
10607 , pos , pos
10608 , pos , pos
10609 , pos , pos
10610 , neg , neg
10611 , pos , pos
10612 , pos , pos
10613 , neg , neg
10614 , pos , neg
10615 , pos , pos
10616 , neg , neg
10617 , pos , pos
10618 , pos , pos
10619 , neg , neg
10620 , pos , pos
10621 , neg , neg
10622 , neg , pos
10623 , pos , neg
10624 , neg , neg
10625 , neg , neg
10626 , pos , pos
10627 , pos , neg
10628 , neg , neg
10629 , neg , neg
10630 , pos , pos
10631 , pos , pos
10632 , neg , neg
10633 , neg , neg
10634 , pos , neg
10635 , pos , neg
10636 , neg , neg
10637 , neg , neg
10638 , neg , neg
10639 , pos , pos
10640 , neg , neg
10641 , neg , neg
10642 , pos , pos
10643 , pos , neg
10644 , pos , pos
10645 , neg , pos
10646 , neg , neg
10647 , neg , neg
10648 , pos , pos
10649 , pos , pos
10650 , neg , neg
10651 , neg , neg
10652 , pos , neg
10653 , pos , pos
10654 , pos , pos
10655 , pos , pos
10656 , neg , neg
10657 , pos , neg
10658 , pos , pos
10659 , neg , pos
10660 , neg , neg
10661 , pos , pos
10662 , pos , pos
10663 , pos , pos
10664 , pos , pos
10665 , neg , neg
10666 , pos , pos
10667 , neg , neg
10668 , pos , neg
10669 , neg , pos
10670 , neg , neg
10671 , pos , pos
10672 , neg , pos
10673 , pos , pos
10674 , pos , pos
10675 , pos , pos
10676 , pos , pos
10677 , pos , pos
10678 , pos , neg
10679 , neg , neg
10680 , neg , pos
10681 , neg , neg
10682 , neg , pos
10683 , neg , neg
10684 , neg , neg
10685 , pos , pos
10686 , neg , neg
10687 , pos , pos
10688 , neg , neg
10689 , pos , pos
10690 , neg , pos
10691 , pos , pos
10692 , pos , pos
10693 , pos , pos
10694 , pos , neg
10695 , pos , neg
10696 , neg , neg
10697 , neg , neg
10698 , pos , neg
10699 , pos , neg
10700 , neg , pos
10701 , neg , neg
10702 , pos , pos
10703 , neg , neg
10704 , neg , neg
10705 , pos , pos
10706 , neg , neg
10707 , pos , pos
10708 , neg , neg
10709 , pos , pos
10710 , pos , neg
10711 , neg , neg
10712 , pos , pos
10713 , neg , neg
10714 , pos , pos
10715 , pos , pos
10716 , pos , pos
10717 , pos , pos
10718 , neg , neg
10719 , pos , pos
10720 , neg , neg
10721 , neg , neg
10722 , pos , neg
10723 , pos , neg
10724 , pos , pos
10725 , neg , neg
10726 , pos , pos
10727 , pos , pos
10728 , pos , pos
10729 , neg , neg
10730 , neg , neg
10731 , pos , pos
10732 , pos , pos
10733 , neg , neg
10734 , neg , neg
10735 , neg , neg
10736 , neg , neg
10737 , neg , neg
10738 , neg , neg
10739 , neg , neg
10740 , pos , pos
10741 , pos , pos
10742 , pos , pos
10743 , neg , neg
10744 , neg , neg
10745 , pos , neg
10746 , pos , pos
10747 , pos , pos
10748 , neg , neg
10749 , neg , neg
10750 , neg , pos
10751 , pos , pos
10752 , pos , pos
10753 , pos , neg
10754 , pos , pos
10755 , pos , pos
10756 , pos , neg
10757 , neg , pos
10758 , neg , neg
10759 , pos , neg
10760 , neg , pos
10761 , neg , neg
10762 , pos , pos
10763 , pos , neg
10764 , neg , pos
10765 , pos , pos
10766 , pos , neg
10767 , neg , neg
10768 , neg , pos
10769 , pos , neg
10770 , pos , pos
10771 , pos , pos
10772 , pos , pos
10773 , pos , pos
10774 , neg , neg
10775 , pos , pos
10776 , pos , pos
10777 , neg , neg
10778 , neg , neg
10779 , neg , neg
10780 , neg , neg
10781 , neg , neg
10782 , neg , neg
10783 , neg , neg
10784 , pos , pos
10785 , pos , pos
10786 , neg , neg
10787 , pos , neg
10788 , pos , neg
10789 , pos , pos
10790 , pos , pos
10791 , neg , neg
10792 , pos , pos
10793 , pos , pos
10794 , pos , pos
10795 , neg , neg
10796 , neg , neg
10797 , neg , neg
10798 , neg , neg
10799 , pos , neg
10800 , neg , neg
10801 , pos , pos
10802 , neg , neg
10803 , pos , pos
10804 , neg , neg
10805 , neg , neg
10806 , neg , neg
10807 , pos , pos
10808 , pos , neg
10809 , neg , neg
10810 , pos , pos
10811 , pos , pos
10812 , pos , pos
10813 , neg , neg
10814 , neg , neg
10815 , neg , pos
10816 , pos , pos
10817 , pos , pos
10818 , neg , pos
10819 , pos , pos
10820 , neg , neg
10821 , neg , neg
10822 , neg , neg
10823 , pos , pos
10824 , pos , neg
10825 , pos , neg
10826 , pos , pos
10827 , neg , neg
10828 , pos , pos
10829 , pos , pos
10830 , neg , neg
10831 , pos , pos
10832 , neg , neg
10833 , pos , pos
10834 , neg , pos
10835 , pos , pos
10836 , pos , pos
10837 , neg , neg
10838 , pos , pos
10839 , neg , neg
10840 , pos , neg
10841 , neg , neg
10842 , neg , neg
10843 , neg , pos
10844 , neg , neg
10845 , neg , neg
10846 , pos , pos
10847 , neg , neg
10848 , pos , pos
10849 , neg , neg
10850 , pos , pos
10851 , neg , neg
10852 , pos , pos
10853 , pos , pos
10854 , neg , neg
10855 , neg , neg
10856 , neg , neg
10857 , neg , neg
10858 , neg , neg
10859 , neg , neg
10860 , neg , neg
10861 , pos , pos
10862 , neg , neg
10863 , neg , pos
10864 , pos , neg
10865 , neg , neg
10866 , neg , neg
10867 , neg , neg
10868 , neg , neg
10869 , pos , pos
10870 , pos , pos
10871 , neg , neg
10872 , pos , pos
10873 , neg , neg
10874 , pos , neg
10875 , neg , neg
10876 , neg , neg
10877 , neg , pos
10878 , pos , pos
10879 , pos , pos
10880 , neg , neg
10881 , neg , neg
10882 , neg , neg
10883 , pos , pos
10884 , neg , neg
10885 , neg , neg
10886 , pos , neg
10887 , neg , neg
10888 , pos , pos
10889 , pos , pos
10890 , pos , neg
10891 , neg , neg
10892 , pos , pos
10893 , neg , pos
10894 , neg , neg
10895 , pos , pos
10896 , neg , neg
10897 , neg , neg
10898 , neg , neg
10899 , neg , neg
